ID,age,age_rounded,category,subCategory,Difference,consistency,cognitive_abilities,income,degree
70,11,11.5890411,Knowledge,Information_trivia,5,0.613851499,0.375,more than $5000,Master's degree
70,11,11.5890411,Novelty,Novelty_animals,-2,0.613851499,0.375,more than $5000,Master's degree
70,11,11.5890411,Novelty,Novelty_repetitions,4,0.613851499,0.375,more than $5000,Master's degree
70,11,11.5890411,Uncertainty reduction,Uncertainty_cards,2,0.613851499,0.375,more than $5000,Master's degree
70,11,11.5890411,Uncertainty reduction,Uncertainty_pixels,-1,0.613851499,0.375,more than $5000,Master's degree
71,12,12.65753425,Agency,Agency_butterflies,0,0.735612358,0.416666667,less than $500,Master's degree
71,12,12.65753425,Agency,Agency_doors,0,0.735612358,0.416666667,less than $500,Master's degree
71,12,12.65753425,Social,Control_faces,1,0.735612358,0.416666667,less than $500,Master's degree
71,12,12.65753425,Sensory,Control_texture,0,0.735612358,0.416666667,less than $500,Master's degree
71,12,12.65753425,Knowledge,Information_poems,3,0.735612358,0.416666667,less than $500,Master's degree
71,12,12.65753425,Knowledge,Information_trivia,0,0.735612358,0.416666667,less than $500,Master's degree
71,12,12.65753425,Novelty,Novelty_animals,0,0.735612358,0.416666667,less than $500,Master's degree
71,12,12.65753425,Novelty,Novelty_repetitions,1,0.735612358,0.416666667,less than $500,Master's degree
71,12,12.65753425,Uncertainty reduction,Uncertainty_cards,0,0.735612358,0.416666667,less than $500,Master's degree
71,12,12.65753425,Uncertainty reduction,Uncertainty_pixels,1,0.735612358,0.416666667,less than $500,Master's degree
72,7,7.643835616,Agency,Agency_butterflies,0,0.5,0.208333333,between $1500 and $2000,"Some college, no degree"
72,7,7.643835616,Agency,Agency_doors,0,0.5,0.208333333,between $1500 and $2000,"Some college, no degree"
72,7,7.643835616,Social,Control_faces,0,0.5,0.208333333,between $1500 and $2000,"Some college, no degree"
72,7,7.643835616,Sensory,Control_texture,1,0.5,0.208333333,between $1500 and $2000,"Some college, no degree"
72,7,7.643835616,Knowledge,Information_poems,0,0.5,0.208333333,between $1500 and $2000,"Some college, no degree"
72,7,7.643835616,Knowledge,Information_trivia,0,0.5,0.208333333,between $1500 and $2000,"Some college, no degree"
72,7,7.643835616,Novelty,Novelty_animals,0,0.5,0.208333333,between $1500 and $2000,"Some college, no degree"
72,7,7.643835616,Novelty,Novelty_repetitions,-1,0.5,0.208333333,between $1500 and $2000,"Some college, no degree"
72,7,7.643835616,Uncertainty reduction,Uncertainty_cards,0,0.5,0.208333333,between $1500 and $2000,"Some college, no degree"
72,7,7.643835616,Uncertainty reduction,Uncertainty_pixels,0,0.5,0.208333333,between $1500 and $2000,"Some college, no degree"
73,6,6.164383562,Agency,Agency_butterflies,0,NA,NA,between $1500 and $2000,"Some college, no degree"
73,6,6.164383562,Agency,Agency_doors,3,NA,NA,between $1500 and $2000,"Some college, no degree"
73,6,6.164383562,Social,Control_faces,0,NA,NA,between $1500 and $2000,"Some college, no degree"
73,6,6.164383562,Sensory,Control_texture,-3,NA,NA,between $1500 and $2000,"Some college, no degree"
73,6,6.164383562,Knowledge,Information_poems,-1,NA,NA,between $1500 and $2000,"Some college, no degree"
73,6,6.164383562,Knowledge,Information_trivia,2,NA,NA,between $1500 and $2000,"Some college, no degree"
73,6,6.164383562,Novelty,Novelty_animals,0,NA,NA,between $1500 and $2000,"Some college, no degree"
73,6,6.164383562,Novelty,Novelty_repetitions,3,NA,NA,between $1500 and $2000,"Some college, no degree"
73,6,6.164383562,Uncertainty reduction,Uncertainty_cards,0,NA,NA,between $1500 and $2000,"Some college, no degree"
73,6,6.164383562,Uncertainty reduction,Uncertainty_pixels,5,NA,NA,between $1500 and $2000,"Some college, no degree"
74,9,9.863013699,Agency,Agency_butterflies,2,0.156173762,0.583333333,more than $5000,"Professional degree (e.g., MD, JD)"
74,9,9.863013699,Agency,Agency_doors,1,0.156173762,0.583333333,more than $5000,"Professional degree (e.g., MD, JD)"
74,9,9.863013699,Social,Control_faces,1,0.156173762,0.583333333,more than $5000,"Professional degree (e.g., MD, JD)"
74,9,9.863013699,Sensory,Control_texture,0,0.156173762,0.583333333,more than $5000,"Professional degree (e.g., MD, JD)"
74,9,9.863013699,Knowledge,Information_poems,2,0.156173762,0.583333333,more than $5000,"Professional degree (e.g., MD, JD)"
74,9,9.863013699,Knowledge,Information_trivia,1,0.156173762,0.583333333,more than $5000,"Professional degree (e.g., MD, JD)"
74,9,9.863013699,Novelty,Novelty_animals,0,0.156173762,0.583333333,more than $5000,"Professional degree (e.g., MD, JD)"
74,9,9.863013699,Novelty,Novelty_repetitions,1,0.156173762,0.583333333,more than $5000,"Professional degree (e.g., MD, JD)"
74,9,9.863013699,Uncertainty reduction,Uncertainty_cards,1,0.156173762,0.583333333,more than $5000,"Professional degree (e.g., MD, JD)"
74,9,9.863013699,Uncertainty reduction,Uncertainty_pixels,0,0.156173762,0.583333333,more than $5000,"Professional degree (e.g., MD, JD)"
75,5,5.671232877,Agency,Agency_butterflies,-1,NA,NA,more than $5000,"Professional degree (e.g., MD, JD)"
75,5,5.671232877,Agency,Agency_doors,0,NA,NA,more than $5000,"Professional degree (e.g., MD, JD)"
75,5,5.671232877,Social,Control_faces,0,NA,NA,more than $5000,"Professional degree (e.g., MD, JD)"
75,5,5.671232877,Sensory,Control_texture,3,NA,NA,more than $5000,"Professional degree (e.g., MD, JD)"
75,5,5.671232877,Knowledge,Information_poems,0,NA,NA,more than $5000,"Professional degree (e.g., MD, JD)"
75,5,5.671232877,Knowledge,Information_trivia,0,NA,NA,more than $5000,"Professional degree (e.g., MD, JD)"
75,5,5.671232877,Novelty,Novelty_animals,0,NA,NA,more than $5000,"Professional degree (e.g., MD, JD)"
75,5,5.671232877,Novelty,Novelty_repetitions,0,NA,NA,more than $5000,"Professional degree (e.g., MD, JD)"
75,5,5.671232877,Uncertainty reduction,Uncertainty_cards,3,NA,NA,more than $5000,"Professional degree (e.g., MD, JD)"
75,5,5.671232877,Uncertainty reduction,Uncertainty_pixels,3,NA,NA,more than $5000,"Professional degree (e.g., MD, JD)"
76,6,6.082191781,Agency,Agency_butterflies,0,0.087789355,0.291666667,between $1000 and $1500,Bachelor's degree
76,6,6.082191781,Agency,Agency_doors,0,0.087789355,0.291666667,between $1000 and $1500,Bachelor's degree
76,6,6.082191781,Social,Control_faces,6,0.087789355,0.291666667,between $1000 and $1500,Bachelor's degree
76,6,6.082191781,Sensory,Control_texture,3,0.087789355,0.291666667,between $1000 and $1500,Bachelor's degree
76,6,6.082191781,Knowledge,Information_poems,1,0.087789355,0.291666667,between $1000 and $1500,Bachelor's degree
76,6,6.082191781,Knowledge,Information_trivia,-5,0.087789355,0.291666667,between $1000 and $1500,Bachelor's degree
76,6,6.082191781,Novelty,Novelty_animals,6,0.087789355,0.291666667,between $1000 and $1500,Bachelor's degree
76,6,6.082191781,Novelty,Novelty_repetitions,0,0.087789355,0.291666667,between $1000 and $1500,Bachelor's degree
76,6,6.082191781,Uncertainty reduction,Uncertainty_cards,-6,0.087789355,0.291666667,between $1000 and $1500,Bachelor's degree
76,6,6.082191781,Uncertainty reduction,Uncertainty_pixels,-4,0.087789355,0.291666667,between $1000 and $1500,Bachelor's degree
77,5,5.917808219,Agency,Agency_butterflies,1,0.212640573,0.333333333,Prefer not to say,"High school graduate, diploma or the equivalent (e.g., GED)"
77,5,5.917808219,Agency,Agency_doors,0,0.212640573,0.333333333,Prefer not to say,"High school graduate, diploma or the equivalent (e.g., GED)"
77,5,5.917808219,Social,Control_faces,3,0.212640573,0.333333333,Prefer not to say,"High school graduate, diploma or the equivalent (e.g., GED)"
77,5,5.917808219,Sensory,Control_texture,0,0.212640573,0.333333333,Prefer not to say,"High school graduate, diploma or the equivalent (e.g., GED)"
77,5,5.917808219,Knowledge,Information_poems,0,0.212640573,0.333333333,Prefer not to say,"High school graduate, diploma or the equivalent (e.g., GED)"
77,5,5.917808219,Knowledge,Information_trivia,0,0.212640573,0.333333333,Prefer not to say,"High school graduate, diploma or the equivalent (e.g., GED)"
77,5,5.917808219,Novelty,Novelty_animals,0,0.212640573,0.333333333,Prefer not to say,"High school graduate, diploma or the equivalent (e.g., GED)"
77,5,5.917808219,Novelty,Novelty_repetitions,0,0.212640573,0.333333333,Prefer not to say,"High school graduate, diploma or the equivalent (e.g., GED)"
77,5,5.917808219,Uncertainty reduction,Uncertainty_cards,3,0.212640573,0.333333333,Prefer not to say,"High school graduate, diploma or the equivalent (e.g., GED)"
77,5,5.917808219,Uncertainty reduction,Uncertainty_pixels,0,0.212640573,0.333333333,Prefer not to say,"High school graduate, diploma or the equivalent (e.g., GED)"
78,4,4.02739726,Agency,Agency_butterflies,0,NA,NA,Prefer not to say,"High school graduate, diploma or the equivalent (e.g., GED)"
78,4,4.02739726,Agency,Agency_doors,0,NA,NA,Prefer not to say,"High school graduate, diploma or the equivalent (e.g., GED)"
78,4,4.02739726,Social,Control_faces,0,NA,NA,Prefer not to say,"High school graduate, diploma or the equivalent (e.g., GED)"
78,4,4.02739726,Sensory,Control_texture,0,NA,NA,Prefer not to say,"High school graduate, diploma or the equivalent (e.g., GED)"
78,4,4.02739726,Knowledge,Information_poems,0,NA,NA,Prefer not to say,"High school graduate, diploma or the equivalent (e.g., GED)"
78,4,4.02739726,Knowledge,Information_trivia,3,NA,NA,Prefer not to say,"High school graduate, diploma or the equivalent (e.g., GED)"
78,4,4.02739726,Novelty,Novelty_animals,0,NA,NA,Prefer not to say,"High school graduate, diploma or the equivalent (e.g., GED)"
78,4,4.02739726,Novelty,Novelty_repetitions,0,NA,NA,Prefer not to say,"High school graduate, diploma or the equivalent (e.g., GED)"
78,4,4.02739726,Uncertainty reduction,Uncertainty_cards,-5,NA,NA,Prefer not to say,"High school graduate, diploma or the equivalent (e.g., GED)"
78,4,4.02739726,Uncertainty reduction,Uncertainty_pixels,0,NA,NA,Prefer not to say,"High school graduate, diploma or the equivalent (e.g., GED)"
79,8,8.876712329,Agency,Agency_butterflies,1,0.104828484,0.25,more than $5000,Bachelor's degree
79,8,8.876712329,Agency,Agency_doors,1,0.104828484,0.25,more than $5000,Bachelor's degree
79,8,8.876712329,Social,Control_faces,0,0.104828484,0.25,more than $5000,Bachelor's degree
79,8,8.876712329,Sensory,Control_texture,1,0.104828484,0.25,more than $5000,Bachelor's degree
79,8,8.876712329,Knowledge,Information_poems,2,0.104828484,0.25,more than $5000,Bachelor's degree
79,8,8.876712329,Knowledge,Information_trivia,1,0.104828484,0.25,more than $5000,Bachelor's degree
79,8,8.876712329,Novelty,Novelty_animals,1,0.104828484,0.25,more than $5000,Bachelor's degree
79,8,8.876712329,Novelty,Novelty_repetitions,3,0.104828484,0.25,more than $5000,Bachelor's degree
79,8,8.876712329,Uncertainty reduction,Uncertainty_cards,1,0.104828484,0.25,more than $5000,Bachelor's degree
79,8,8.876712329,Uncertainty reduction,Uncertainty_pixels,1,0.104828484,0.25,more than $5000,Bachelor's degree
80,5,5.506849315,Agency,Agency_butterflies,3,NA,NA,more than $5000,Bachelor's degree
80,5,5.506849315,Agency,Agency_doors,0,NA,NA,more than $5000,Bachelor's degree
80,5,5.506849315,Social,Control_faces,0,NA,NA,more than $5000,Bachelor's degree
80,5,5.506849315,Sensory,Control_texture,0,NA,NA,more than $5000,Bachelor's degree
80,5,5.506849315,Knowledge,Information_poems,3,NA,NA,more than $5000,Bachelor's degree
80,5,5.506849315,Knowledge,Information_trivia,6,NA,NA,more than $5000,Bachelor's degree
80,5,5.506849315,Novelty,Novelty_animals,0,NA,NA,more than $5000,Bachelor's degree
80,5,5.506849315,Novelty,Novelty_repetitions,0,NA,NA,more than $5000,Bachelor's degree
80,5,5.506849315,Uncertainty reduction,Uncertainty_cards,3,NA,NA,more than $5000,Bachelor's degree
80,5,5.506849315,Uncertainty reduction,Uncertainty_pixels,6,NA,NA,more than $5000,Bachelor's degree
81,12,12.57534247,Agency,Agency_butterflies,1,NA,NA,more than $5000,Bachelor's degree
81,12,12.57534247,Agency,Agency_doors,0,NA,NA,more than $5000,Bachelor's degree
81,12,12.57534247,Social,Control_faces,0,NA,NA,more than $5000,Bachelor's degree
81,12,12.57534247,Sensory,Control_texture,3,NA,NA,more than $5000,Bachelor's degree
81,12,12.57534247,Knowledge,Information_poems,0,NA,NA,more than $5000,Bachelor's degree
81,12,12.57534247,Knowledge,Information_trivia,-2,NA,NA,more than $5000,Bachelor's degree
81,12,12.57534247,Novelty,Novelty_animals,1,NA,NA,more than $5000,Bachelor's degree
81,12,12.57534247,Novelty,Novelty_repetitions,0,NA,NA,more than $5000,Bachelor's degree
81,12,12.57534247,Uncertainty reduction,Uncertainty_cards,0,NA,NA,more than $5000,Bachelor's degree
81,12,12.57534247,Uncertainty reduction,Uncertainty_pixels,0,NA,NA,more than $5000,Bachelor's degree
82,10,10.43835616,Agency,Agency_butterflies,0,0.807692308,0.25,more than $5000,Bachelor's degree
82,10,10.43835616,Agency,Agency_doors,0,0.807692308,0.25,more than $5000,Bachelor's degree
82,10,10.43835616,Social,Control_faces,0,0.807692308,0.25,more than $5000,Bachelor's degree
82,10,10.43835616,Sensory,Control_texture,0,0.807692308,0.25,more than $5000,Bachelor's degree
82,10,10.43835616,Knowledge,Information_poems,-6,0.807692308,0.25,more than $5000,Bachelor's degree
82,10,10.43835616,Knowledge,Information_trivia,6,0.807692308,0.25,more than $5000,Bachelor's degree
82,10,10.43835616,Novelty,Novelty_animals,6,0.807692308,0.25,more than $5000,Bachelor's degree
82,10,10.43835616,Novelty,Novelty_repetitions,-6,0.807692308,0.25,more than $5000,Bachelor's degree
82,10,10.43835616,Uncertainty reduction,Uncertainty_cards,0,0.807692308,0.25,more than $5000,Bachelor's degree
82,10,10.43835616,Uncertainty reduction,Uncertainty_pixels,-3,0.807692308,0.25,more than $5000,Bachelor's degree
83,12,12.57534247,Agency,Agency_butterflies,1,0.674342737,0.5,more than $5000,Bachelor's degree
83,12,12.57534247,Agency,Agency_doors,1,0.674342737,0.5,more than $5000,Bachelor's degree
83,12,12.57534247,Social,Control_faces,0,0.674342737,0.5,more than $5000,Bachelor's degree
83,12,12.57534247,Sensory,Control_texture,0,0.674342737,0.5,more than $5000,Bachelor's degree
83,12,12.57534247,Knowledge,Information_poems,1,0.674342737,0.5,more than $5000,Bachelor's degree
83,12,12.57534247,Knowledge,Information_trivia,3,0.674342737,0.5,more than $5000,Bachelor's degree
83,12,12.57534247,Novelty,Novelty_animals,2,0.674342737,0.5,more than $5000,Bachelor's degree
83,12,12.57534247,Novelty,Novelty_repetitions,4,0.674342737,0.5,more than $5000,Bachelor's degree
83,12,12.57534247,Uncertainty reduction,Uncertainty_cards,0,0.674342737,0.5,more than $5000,Bachelor's degree
83,12,12.57534247,Uncertainty reduction,Uncertainty_pixels,-1,0.674342737,0.5,more than $5000,Bachelor's degree
84,7,7.726027397,Agency,Agency_butterflies,0,NA,NA,more than $5000,Bachelor's degree
84,7,7.726027397,Agency,Agency_doors,0,NA,NA,more than $5000,Bachelor's degree
84,7,7.726027397,Social,Control_faces,0,NA,NA,more than $5000,Bachelor's degree
84,7,7.726027397,Sensory,Control_texture,0,NA,NA,more than $5000,Bachelor's degree
84,7,7.726027397,Knowledge,Information_poems,0,NA,NA,more than $5000,Bachelor's degree
84,7,7.726027397,Knowledge,Information_trivia,0,NA,NA,more than $5000,Bachelor's degree
84,7,7.726027397,Novelty,Novelty_animals,0,NA,NA,more than $5000,Bachelor's degree
84,7,7.726027397,Novelty,Novelty_repetitions,4,NA,NA,more than $5000,Bachelor's degree
84,7,7.726027397,Uncertainty reduction,Uncertainty_cards,1,NA,NA,more than $5000,Bachelor's degree
84,7,7.726027397,Uncertainty reduction,Uncertainty_pixels,0,NA,NA,more than $5000,Bachelor's degree
85,4,4.602739726,Agency,Agency_butterflies,0,NA,NA,more than $5000,Bachelor's degree
85,4,4.602739726,Agency,Agency_doors,0,NA,NA,more than $5000,Bachelor's degree
85,4,4.602739726,Social,Control_faces,0,NA,NA,more than $5000,Bachelor's degree
85,4,4.602739726,Sensory,Control_texture,0,NA,NA,more than $5000,Bachelor's degree
85,4,4.602739726,Knowledge,Information_poems,1,NA,NA,more than $5000,Bachelor's degree
85,4,4.602739726,Knowledge,Information_trivia,0,NA,NA,more than $5000,Bachelor's degree
85,4,4.602739726,Novelty,Novelty_animals,0,NA,NA,more than $5000,Bachelor's degree
85,4,4.602739726,Novelty,Novelty_repetitions,0,NA,NA,more than $5000,Bachelor's degree
85,4,4.602739726,Uncertainty reduction,Uncertainty_cards,6,NA,NA,more than $5000,Bachelor's degree
85,4,4.602739726,Uncertainty reduction,Uncertainty_pixels,0,NA,NA,more than $5000,Bachelor's degree
86,9,9.616438356,Agency,Agency_butterflies,3,0.403734496,0.25,more than $5000,Bachelor's degree
86,9,9.616438356,Agency,Agency_doors,0,0.403734496,0.25,more than $5000,Bachelor's degree
86,9,9.616438356,Social,Control_faces,-2,0.403734496,0.25,more than $5000,Bachelor's degree
86,9,9.616438356,Sensory,Control_texture,-2,0.403734496,0.25,more than $5000,Bachelor's degree
86,9,9.616438356,Knowledge,Information_poems,-1,0.403734496,0.25,more than $5000,Bachelor's degree
86,9,9.616438356,Knowledge,Information_trivia,1,0.403734496,0.25,more than $5000,Bachelor's degree
86,9,9.616438356,Novelty,Novelty_animals,0,0.403734496,0.25,more than $5000,Bachelor's degree
86,9,9.616438356,Novelty,Novelty_repetitions,1,0.403734496,0.25,more than $5000,Bachelor's degree
86,9,9.616438356,Uncertainty reduction,Uncertainty_cards,-1,0.403734496,0.25,more than $5000,Bachelor's degree
86,9,9.616438356,Uncertainty reduction,Uncertainty_pixels,-1,0.403734496,0.25,more than $5000,Bachelor's degree
87,9,9.945205479,Agency,Agency_butterflies,-1,0.917603314,0.416666667,more than $5000,Bachelor's degree
87,9,9.945205479,Agency,Agency_doors,-1,0.917603314,0.416666667,more than $5000,Bachelor's degree
87,9,9.945205479,Social,Control_faces,4,0.917603314,0.416666667,more than $5000,Bachelor's degree
87,9,9.945205479,Sensory,Control_texture,1,0.917603314,0.416666667,more than $5000,Bachelor's degree
87,9,9.945205479,Knowledge,Information_poems,-1,0.917603314,0.416666667,more than $5000,Bachelor's degree
87,9,9.945205479,Knowledge,Information_trivia,2,0.917603314,0.416666667,more than $5000,Bachelor's degree
87,9,9.945205479,Novelty,Novelty_animals,1,0.917603314,0.416666667,more than $5000,Bachelor's degree
87,9,9.945205479,Novelty,Novelty_repetitions,5,0.917603314,0.416666667,more than $5000,Bachelor's degree
87,9,9.945205479,Uncertainty reduction,Uncertainty_cards,2,0.917603314,0.416666667,more than $5000,Bachelor's degree
87,9,9.945205479,Uncertainty reduction,Uncertainty_pixels,3,0.917603314,0.416666667,more than $5000,Bachelor's degree
88,8,8.630136986,Agency,Agency_butterflies,-1,0.46055049,0.416666667,Prefer not to say,Master's degree
88,8,8.630136986,Agency,Agency_doors,0,0.46055049,0.416666667,Prefer not to say,Master's degree
88,8,8.630136986,Social,Control_faces,-1,0.46055049,0.416666667,Prefer not to say,Master's degree
88,8,8.630136986,Sensory,Control_texture,1,0.46055049,0.416666667,Prefer not to say,Master's degree
88,8,8.630136986,Knowledge,Information_poems,3,0.46055049,0.416666667,Prefer not to say,Master's degree
88,8,8.630136986,Knowledge,Information_trivia,1,0.46055049,0.416666667,Prefer not to say,Master's degree
88,8,8.630136986,Novelty,Novelty_animals,1,0.46055049,0.416666667,Prefer not to say,Master's degree
88,8,8.630136986,Novelty,Novelty_repetitions,4,0.46055049,0.416666667,Prefer not to say,Master's degree
88,8,8.630136986,Uncertainty reduction,Uncertainty_cards,1,0.46055049,0.416666667,Prefer not to say,Master's degree
88,8,8.630136986,Uncertainty reduction,Uncertainty_pixels,2,0.46055049,0.416666667,Prefer not to say,Master's degree
89,12,12.57534247,Agency,Agency_butterflies,0,0.255155182,0.458333333,Prefer not to say,Master's degree
89,12,12.57534247,Agency,Agency_doors,0,0.255155182,0.458333333,Prefer not to say,Master's degree
89,12,12.57534247,Social,Control_faces,0,0.255155182,0.458333333,Prefer not to say,Master's degree
89,12,12.57534247,Sensory,Control_texture,4,0.255155182,0.458333333,Prefer not to say,Master's degree
89,12,12.57534247,Knowledge,Information_poems,0,0.255155182,0.458333333,Prefer not to say,Master's degree
89,12,12.57534247,Knowledge,Information_trivia,1,0.255155182,0.458333333,Prefer not to say,Master's degree
89,12,12.57534247,Novelty,Novelty_animals,1,0.255155182,0.458333333,Prefer not to say,Master's degree
89,12,12.57534247,Novelty,Novelty_repetitions,4,0.255155182,0.458333333,Prefer not to say,Master's degree
89,12,12.57534247,Uncertainty reduction,Uncertainty_cards,0,0.255155182,0.458333333,Prefer not to say,Master's degree
89,12,12.57534247,Uncertainty reduction,Uncertainty_pixels,0,0.255155182,0.458333333,Prefer not to say,Master's degree
90,11,11.67123288,Agency,Agency_butterflies,1,0.221403721,0.583333333,Prefer not to say,Master's degree
90,11,11.67123288,Agency,Agency_doors,1,0.221403721,0.583333333,Prefer not to say,Master's degree
90,11,11.67123288,Social,Control_faces,1,0.221403721,0.583333333,Prefer not to say,Master's degree
90,11,11.67123288,Sensory,Control_texture,0,0.221403721,0.583333333,Prefer not to say,Master's degree
90,11,11.67123288,Knowledge,Information_poems,2,0.221403721,0.583333333,Prefer not to say,Master's degree
90,11,11.67123288,Knowledge,Information_trivia,2,0.221403721,0.583333333,Prefer not to say,Master's degree
90,11,11.67123288,Novelty,Novelty_animals,1,0.221403721,0.583333333,Prefer not to say,Master's degree
90,11,11.67123288,Novelty,Novelty_repetitions,3,0.221403721,0.583333333,Prefer not to say,Master's degree
90,11,11.67123288,Uncertainty reduction,Uncertainty_cards,1,0.221403721,0.583333333,Prefer not to say,Master's degree
90,11,11.67123288,Uncertainty reduction,Uncertainty_pixels,3,0.221403721,0.583333333,Prefer not to say,Master's degree
91,5,5.589041096,Agency,Agency_butterflies,3,NA,NA,Prefer not to say,Master's degree
91,5,5.589041096,Agency,Agency_doors,3,NA,NA,Prefer not to say,Master's degree
91,5,5.589041096,Social,Control_faces,0,NA,NA,Prefer not to say,Master's degree
91,5,5.589041096,Sensory,Control_texture,0,NA,NA,Prefer not to say,Master's degree
91,5,5.589041096,Knowledge,Information_poems,3,NA,NA,Prefer not to say,Master's degree
91,5,5.589041096,Knowledge,Information_trivia,1,NA,NA,Prefer not to say,Master's degree
91,5,5.589041096,Novelty,Novelty_animals,0,NA,NA,Prefer not to say,Master's degree
91,5,5.589041096,Novelty,Novelty_repetitions,0,NA,NA,Prefer not to say,Master's degree
91,5,5.589041096,Uncertainty reduction,Uncertainty_cards,3,NA,NA,Prefer not to say,Master's degree
91,5,5.589041096,Uncertainty reduction,Uncertainty_pixels,3,NA,NA,Prefer not to say,Master's degree
92,7,7.643835616,Agency,Agency_butterflies,1,NA,NA,Prefer not to say,Master's degree
92,7,7.643835616,Agency,Agency_doors,0,NA,NA,Prefer not to say,Master's degree
92,7,7.643835616,Social,Control_faces,-1,NA,NA,Prefer not to say,Master's degree
92,7,7.643835616,Sensory,Control_texture,0,NA,NA,Prefer not to say,Master's degree
92,7,7.643835616,Knowledge,Information_poems,4,NA,NA,Prefer not to say,Master's degree
92,7,7.643835616,Knowledge,Information_trivia,4,NA,NA,Prefer not to say,Master's degree
92,7,7.643835616,Novelty,Novelty_animals,-3,NA,NA,Prefer not to say,Master's degree
92,7,7.643835616,Novelty,Novelty_repetitions,4,NA,NA,Prefer not to say,Master's degree
92,7,7.643835616,Uncertainty reduction,Uncertainty_cards,0,NA,NA,Prefer not to say,Master's degree
92,7,7.643835616,Uncertainty reduction,Uncertainty_pixels,3,NA,NA,Prefer not to say,Master's degree
93,10,10.76712329,Agency,Agency_butterflies,6,0.451344471,0.5,between $3000 and $5000,Bachelor's degree
93,10,10.76712329,Agency,Agency_doors,5,0.451344471,0.5,between $3000 and $5000,Bachelor's degree
93,10,10.76712329,Social,Control_faces,3,0.451344471,0.5,between $3000 and $5000,Bachelor's degree
93,10,10.76712329,Sensory,Control_texture,2,0.451344471,0.5,between $3000 and $5000,Bachelor's degree
93,10,10.76712329,Knowledge,Information_poems,2,0.451344471,0.5,between $3000 and $5000,Bachelor's degree
93,10,10.76712329,Knowledge,Information_trivia,4,0.451344471,0.5,between $3000 and $5000,Bachelor's degree
93,10,10.76712329,Novelty,Novelty_animals,-1,0.451344471,0.5,between $3000 and $5000,Bachelor's degree
93,10,10.76712329,Novelty,Novelty_repetitions,2,0.451344471,0.5,between $3000 and $5000,Bachelor's degree
93,10,10.76712329,Uncertainty reduction,Uncertainty_cards,3,0.451344471,0.5,between $3000 and $5000,Bachelor's degree
93,10,10.76712329,Uncertainty reduction,Uncertainty_pixels,5,0.451344471,0.5,between $3000 and $5000,Bachelor's degree
94,12,12.08219178,Agency,Agency_butterflies,3,-0.299170123,0.25,between $2000 and $3000,"Doctorate degree (e.g., PhD, EdD)"
94,12,12.08219178,Agency,Agency_doors,1,-0.299170123,0.25,between $2000 and $3000,"Doctorate degree (e.g., PhD, EdD)"
94,12,12.08219178,Social,Control_faces,1,-0.299170123,0.25,between $2000 and $3000,"Doctorate degree (e.g., PhD, EdD)"
94,12,12.08219178,Sensory,Control_texture,1,-0.299170123,0.25,between $2000 and $3000,"Doctorate degree (e.g., PhD, EdD)"
94,12,12.08219178,Knowledge,Information_poems,2,-0.299170123,0.25,between $2000 and $3000,"Doctorate degree (e.g., PhD, EdD)"
94,12,12.08219178,Knowledge,Information_trivia,1,-0.299170123,0.25,between $2000 and $3000,"Doctorate degree (e.g., PhD, EdD)"
94,12,12.08219178,Novelty,Novelty_animals,1,-0.299170123,0.25,between $2000 and $3000,"Doctorate degree (e.g., PhD, EdD)"
94,12,12.08219178,Novelty,Novelty_repetitions,4,-0.299170123,0.25,between $2000 and $3000,"Doctorate degree (e.g., PhD, EdD)"
94,12,12.08219178,Uncertainty reduction,Uncertainty_cards,0,-0.299170123,0.25,between $2000 and $3000,"Doctorate degree (e.g., PhD, EdD)"
94,12,12.08219178,Uncertainty reduction,Uncertainty_pixels,-1,-0.299170123,0.25,between $2000 and $3000,"Doctorate degree (e.g., PhD, EdD)"
95,10,10.52054795,Agency,Agency_butterflies,0,-0.242535625,0.333333333,between $2000 and $3000,Master's degree
95,10,10.52054795,Agency,Agency_doors,1,-0.242535625,0.333333333,between $2000 and $3000,Master's degree
95,10,10.52054795,Social,Control_faces,0,-0.242535625,0.333333333,between $2000 and $3000,Master's degree
95,10,10.52054795,Sensory,Control_texture,0,-0.242535625,0.333333333,between $2000 and $3000,Master's degree
95,10,10.52054795,Knowledge,Information_poems,0,-0.242535625,0.333333333,between $2000 and $3000,Master's degree
95,10,10.52054795,Knowledge,Information_trivia,2,-0.242535625,0.333333333,between $2000 and $3000,Master's degree
95,10,10.52054795,Novelty,Novelty_animals,1,-0.242535625,0.333333333,between $2000 and $3000,Master's degree
95,10,10.52054795,Novelty,Novelty_repetitions,1,-0.242535625,0.333333333,between $2000 and $3000,Master's degree
95,10,10.52054795,Uncertainty reduction,Uncertainty_cards,0,-0.242535625,0.333333333,between $2000 and $3000,Master's degree
95,10,10.52054795,Uncertainty reduction,Uncertainty_pixels,0,-0.242535625,0.333333333,between $2000 and $3000,Master's degree
96,9,9.616438356,Agency,Agency_butterflies,1,0.489378883,0.25,less than $500,Master's degree
96,9,9.616438356,Agency,Agency_doors,1,0.489378883,0.25,less than $500,Master's degree
96,9,9.616438356,Social,Control_faces,0,0.489378883,0.25,less than $500,Master's degree
96,9,9.616438356,Sensory,Control_texture,1,0.489378883,0.25,less than $500,Master's degree
96,9,9.616438356,Knowledge,Information_poems,1,0.489378883,0.25,less than $500,Master's degree
96,9,9.616438356,Knowledge,Information_trivia,4,0.489378883,0.25,less than $500,Master's degree
