,X,ID,age,age_rounded,category,subCategory,Difference,income,degree
992,992,83,10,10.60273973,Novelty,Novelty_objects,1,Prefer not to say,"Professional degree (e.g., MD, JD)"
993,993,83,10,10.60273973,Novelty,Novelty_repetitions,0,Prefer not to say,"Professional degree (e.g., MD, JD)"
994,994,83,10,10.60273973,Uncertainty reduction,Uncertainty_cards,0,Prefer not to say,"Professional degree (e.g., MD, JD)"
995,995,83,10,10.60273973,Uncertainty reduction,Uncertainty_die,2,Prefer not to say,"Professional degree (e.g., MD, JD)"
996,996,83,10,10.60273973,Uncertainty reduction,Uncertainty_pixels,2,Prefer not to say,"Professional degree (e.g., MD, JD)"
997,997,84,6,6.739726027,Agency,Agency_butterflies,-3,less than $500,Bachelor's degree
998,998,84,6,6.739726027,Agency,Agency_doors,-1,less than $500,Bachelor's degree
999,999,84,6,6.739726027,Agency,Agency_envelopes,1,less than $500,Bachelor's degree
1000,1000,84,6,6.739726027,Knowledge,Knowledge_pics,3,less than $500,Bachelor's degree
1001,1001,84,6,6.739726027,Knowledge,Knowledge_poems,3,less than $500,Bachelor's degree
1002,1002,84,6,6.739726027,Knowledge,Knowledge_trivia,5,less than $500,Bachelor's degree
1003,1003,84,6,6.739726027,Novelty,Novelty_animals,0,less than $500,Bachelor's degree
1004,1004,84,6,6.739726027,Novelty,Novelty_objects,-1,less than $500,Bachelor's degree
1005,1005,84,6,6.739726027,Novelty,Novelty_repetitions,0,less than $500,Bachelor's degree
1006,1006,84,6,6.739726027,Uncertainty reduction,Uncertainty_cards,2,less than $500,Bachelor's degree
1007,1007,84,6,6.739726027,Uncertainty reduction,Uncertainty_die,-2,less than $500,Bachelor's degree
1008,1008,84,6,6.739726027,Uncertainty reduction,Uncertainty_pixels,4,less than $500,Bachelor's degree
1009,1009,85,5,5.835616438,Agency,Agency_butterflies,-3,Prefer not to say,Bachelor's degree
1010,1010,85,5,5.835616438,Agency,Agency_doors,0,Prefer not to say,Bachelor's degree
1011,1011,85,5,5.835616438,Agency,Agency_envelopes,0,Prefer not to say,Bachelor's degree
1012,1012,85,5,5.835616438,Knowledge,Knowledge_pics,6,Prefer not to say,Bachelor's degree
1013,1013,85,5,5.835616438,Knowledge,Knowledge_poems,3,Prefer not to say,Bachelor's degree
1014,1014,85,5,5.835616438,Knowledge,Knowledge_trivia,0,Prefer not to say,Bachelor's degree
1015,1015,85,5,5.835616438,Novelty,Novelty_animals,0,Prefer not to say,Bachelor's degree
1016,1016,85,5,5.835616438,Novelty,Novelty_objects,0,Prefer not to say,Bachelor's degree
1017,1017,85,5,5.835616438,Novelty,Novelty_repetitions,-3,Prefer not to say,Bachelor's degree
1018,1018,85,5,5.835616438,Uncertainty reduction,Uncertainty_cards,-6,Prefer not to say,Bachelor's degree
1019,1019,85,5,5.835616438,Uncertainty reduction,Uncertainty_die,5,Prefer not to say,Bachelor's degree
1020,1020,85,5,5.835616438,Uncertainty reduction,Uncertainty_pixels,3,Prefer not to say,Bachelor's degree
1021,1021,86,4,4.849315068,Agency,Agency_butterflies,5,between $1000 and $1500,Bachelor's degree
1022,1022,86,4,4.849315068,Agency,Agency_doors,5,between $1000 and $1500,Bachelor's degree
1023,1023,86,4,4.849315068,Agency,Agency_envelopes,4,between $1000 and $1500,Bachelor's degree
1024,1024,86,4,4.849315068,Knowledge,Knowledge_pics,4,between $1000 and $1500,Bachelor's degree
1025,1025,86,4,4.849315068,Knowledge,Knowledge_poems,4,between $1000 and $1500,Bachelor's degree
1026,1026,86,4,4.849315068,Knowledge,Knowledge_trivia,-1,between $1000 and $1500,Bachelor's degree
1027,1027,86,4,4.849315068,Novelty,Novelty_animals,-3,between $1000 and $1500,Bachelor's degree
1028,1028,86,4,4.849315068,Novelty,Novelty_objects,-5,between $1000 and $1500,Bachelor's degree
1029,1029,86,4,4.849315068,Novelty,Novelty_repetitions,1,between $1000 and $1500,Bachelor's degree
1030,1030,86,4,4.849315068,Uncertainty reduction,Uncertainty_cards,0,between $1000 and $1500,Bachelor's degree
1031,1031,86,4,4.849315068,Uncertainty reduction,Uncertainty_die,3,between $1000 and $1500,Bachelor's degree
1032,1032,86,4,4.849315068,Uncertainty reduction,Uncertainty_pixels,3,between $1000 and $1500,Bachelor's degree
1033,1033,87,10,10.2739726,Agency,Agency_butterflies,0,between $2000 and $3000,Bachelor's degree
1034,1034,87,10,10.2739726,Agency,Agency_doors,0,between $2000 and $3000,Bachelor's degree
1035,1035,87,10,10.2739726,Agency,Agency_envelopes,0,between $2000 and $3000,Bachelor's degree
1036,1036,87,10,10.2739726,Knowledge,Knowledge_pics,0,between $2000 and $3000,Bachelor's degree
1037,1037,87,10,10.2739726,Knowledge,Knowledge_poems,0,between $2000 and $3000,Bachelor's degree
1038,1038,87,10,10.2739726,Knowledge,Knowledge_trivia,1,between $2000 and $3000,Bachelor's degree
1039,1039,87,10,10.2739726,Novelty,Novelty_animals,0,between $2000 and $3000,Bachelor's degree
1040,1040,87,10,10.2739726,Novelty,Novelty_objects,1,between $2000 and $3000,Bachelor's degree
1041,1041,87,10,10.2739726,Novelty,Novelty_repetitions,1,between $2000 and $3000,Bachelor's degree
1042,1042,87,10,10.2739726,Uncertainty reduction,Uncertainty_cards,0,between $2000 and $3000,Bachelor's degree
1043,1043,87,10,10.2739726,Uncertainty reduction,Uncertainty_die,0,between $2000 and $3000,Bachelor's degree
1044,1044,87,10,10.2739726,Uncertainty reduction,Uncertainty_pixels,0,between $2000 and $3000,Bachelor's degree
1045,1045,88,12,11.75342466,Agency,Agency_butterflies,0,between $3000 and $5000,Bachelor's degree
1046,1046,88,12,11.75342466,Agency,Agency_doors,0,between $3000 and $5000,Bachelor's degree
1047,1047,88,12,11.75342466,Agency,Agency_envelopes,2,between $3000 and $5000,Bachelor's degree
1048,1048,88,12,11.75342466,Knowledge,Knowledge_pics,-3,between $3000 and $5000,Bachelor's degree
1049,1049,88,12,11.75342466,Knowledge,Knowledge_poems,-2,between $3000 and $5000,Bachelor's degree
1050,1050,88,12,11.75342466,Knowledge,Knowledge_trivia,0,between $3000 and $5000,Bachelor's degree
1051,1051,88,12,11.75342466,Novelty,Novelty_animals,2,between $3000 and $5000,Bachelor's degree
1052,1052,88,12,11.75342466,Novelty,Novelty_objects,-4,between $3000 and $5000,Bachelor's degree
1053,1053,88,12,11.75342466,Novelty,Novelty_repetitions,6,between $3000 and $5000,Bachelor's degree
1054,1054,88,12,11.75342466,Uncertainty reduction,Uncertainty_cards,3,between $3000 and $5000,Bachelor's degree
1055,1055,88,12,11.75342466,Uncertainty reduction,Uncertainty_die,2,between $3000 and $5000,Bachelor's degree
1056,1056,88,12,11.75342466,Uncertainty reduction,Uncertainty_pixels,2,between $3000 and $5000,Bachelor's degree
1057,1057,89,12,13.47945205,Agency,Agency_butterflies,3,Prefer not to say,Bachelor's degree
1058,1058,89,12,13.47945205,Agency,Agency_doors,-1,Prefer not to say,Bachelor's degree
1059,1059,89,12,13.47945205,Agency,Agency_envelopes,0,Prefer not to say,Bachelor's degree
1060,1060,89,12,13.47945205,Knowledge,Knowledge_pics,1,Prefer not to say,Bachelor's degree
1061,1061,89,12,13.47945205,Knowledge,Knowledge_poems,0,Prefer not to say,Bachelor's degree
1062,1062,89,12,13.47945205,Knowledge,Knowledge_trivia,3,Prefer not to say,Bachelor's degree
1063,1063,89,12,13.47945205,Novelty,Novelty_animals,3,Prefer not to say,Bachelor's degree
1064,1064,89,12,13.47945205,Novelty,Novelty_objects,0,Prefer not to say,Bachelor's degree
1065,1065,89,12,13.47945205,Novelty,Novelty_repetitions,0,Prefer not to say,Bachelor's degree
1066,1066,89,12,13.47945205,Uncertainty reduction,Uncertainty_cards,0,Prefer not to say,Bachelor's degree
1067,1067,89,12,13.47945205,Uncertainty reduction,Uncertainty_die,0,Prefer not to say,Bachelor's degree
1068,1068,89,12,13.47945205,Uncertainty reduction,Uncertainty_pixels,1,Prefer not to say,Bachelor's degree
1069,1069,90,8,8.95890411,Agency,Agency_butterflies,-3,more than $5000,"Some college, no degree"
1070,1070,90,8,8.95890411,Agency,Agency_doors,-1,more than $5000,"Some college, no degree"
1071,1071,90,8,8.95890411,Agency,Agency_envelopes,1,more than $5000,"Some college, no degree"
1072,1072,90,8,8.95890411,Knowledge,Knowledge_pics,3,more than $5000,"Some college, no degree"
1073,1073,90,8,8.95890411,Knowledge,Knowledge_poems,3,more than $5000,"Some college, no degree"
1074,1074,90,8,8.95890411,Knowledge,Knowledge_trivia,4,more than $5000,"Some college, no degree"
1075,1075,90,8,8.95890411,Novelty,Novelty_animals,1,more than $5000,"Some college, no degree"
1076,1076,90,8,8.95890411,Novelty,Novelty_objects,6,more than $5000,"Some college, no degree"
1077,1077,90,8,8.95890411,Novelty,Novelty_repetitions,6,more than $5000,"Some college, no degree"
1078,1078,90,8,8.95890411,Uncertainty reduction,Uncertainty_cards,1,more than $5000,"Some college, no degree"
1079,1079,90,8,8.95890411,Uncertainty reduction,Uncertainty_die,3,more than $5000,"Some college, no degree"
1080,1080,90,8,8.95890411,Uncertainty reduction,Uncertainty_pixels,0,more than $5000,"Some college, no degree"
1081,1081,91,8,8.301369863,Agency,Agency_butterflies,0,more than $5000,Master's degree
1082,1082,91,8,8.301369863,Agency,Agency_doors,0,more than $5000,Master's degree
1083,1083,91,8,8.301369863,Agency,Agency_envelopes,0,more than $5000,Master's degree
1084,1084,91,8,8.301369863,Knowledge,Knowledge_pics,-1,more than $5000,Master's degree
1085,1085,91,8,8.301369863,Knowledge,Knowledge_poems,1,more than $5000,Master's degree
1086,1086,91,8,8.301369863,Knowledge,Knowledge_trivia,1,more than $5000,Master's degree
1087,1087,91,8,8.301369863,Novelty,Novelty_animals,0,more than $5000,Master's degree
1088,1088,91,8,8.301369863,Novelty,Novelty_objects,-1,more than $5000,Master's degree
1089,1089,91,8,8.301369863,Novelty,Novelty_repetitions,1,more than $5000,Master's degree
1090,1090,91,8,8.301369863,Uncertainty reduction,Uncertainty_cards,0,more than $5000,Master's degree
1091,1091,91,8,8.301369863,Uncertainty reduction,Uncertainty_die,-1,more than $5000,Master's degree
1092,1092,91,8,8.301369863,Uncertainty reduction,Uncertainty_pixels,1,more than $5000,Master's degree
1093,1093,92,9,9.616438356,Agency,Agency_butterflies,3,between $3000 and $5000,Bachelor's degree
1094,1094,92,9,9.616438356,Agency,Agency_doors,2,between $3000 and $5000,Bachelor's degree
1095,1095,92,9,9.616438356,Agency,Agency_envelopes,-1,between $3000 and $5000,Bachelor's degree
1096,1096,92,9,9.616438356,Knowledge,Knowledge_pics,3,between $3000 and $5000,Bachelor's degree
1097,1097,92,9,9.616438356,Knowledge,Knowledge_poems,-2,between $3000 and $5000,Bachelor's degree
1098,1098,92,9,9.616438356,Knowledge,Knowledge_trivia,4,between $3000 and $5000,Bachelor's degree
1099,1099,92,9,9.616438356,Novelty,Novelty_animals,3,between $3000 and $5000,Bachelor's degree
1100,1100,92,9,9.616438356,Novelty,Novelty_objects,3,between $3000 and $5000,Bachelor's degree
1101,1101,92,9,9.616438356,Novelty,Novelty_repetitions,5,between $3000 and $5000,Bachelor's degree
1102,1102,92,9,9.616438356,Uncertainty reduction,Uncertainty_cards,2,between $3000 and $5000,Bachelor's degree
1103,1103,92,9,9.616438356,Uncertainty reduction,Uncertainty_die,0,between $3000 and $5000,Bachelor's degree
1104,1104,92,9,9.616438356,Uncertainty reduction,Uncertainty_pixels,2,between $3000 and $5000,Bachelor's degree
1105,1105,93,5,5.506849315,Agency,Agency_butterflies,1,less than $500,Bachelor's degree
1106,1106,93,5,5.506849315,Agency,Agency_doors,0,less than $500,Bachelor's degree
1107,1107,93,5,5.506849315,Agency,Agency_envelopes,0,less than $500,Bachelor's degree
1108,1108,93,5,5.506849315,Knowledge,Knowledge_pics,-2,less than $500,Bachelor's degree
1109,1109,93,5,5.506849315,Knowledge,Knowledge_poems,1,less than $500,Bachelor's degree
1110,1110,93,5,5.506849315,Knowledge,Knowledge_trivia,1,less than $500,Bachelor's degree
1111,1111,93,5,5.506849315,Novelty,Novelty_animals,3,less than $500,Bachelor's degree
1112,1112,93,5,5.506849315,Novelty,Novelty_objects,0,less than $500,Bachelor's degree
1113,1113,93,5,5.506849315,Novelty,Novelty_repetitions,6,less than $500,Bachelor's degree
1114,1114,93,5,5.506849315,Uncertainty reduction,Uncertainty_cards,1,less than $500,Bachelor's degree
1115,1115,93,5,5.506849315,Uncertainty reduction,Uncertainty_die,3,less than $500,Bachelor's degree
1116,1116,93,5,5.506849315,Uncertainty reduction,Uncertainty_pixels,3,less than $500,Bachelor's degree
1117,1117,94,4,4.602739726,Agency,Agency_butterflies,0,Prefer not to say,Master's degree
1118,1118,94,4,4.602739726,Agency,Agency_doors,0,Prefer not to say,Master's degree
1119,1119,94,4,4.602739726,Agency,Agency_envelopes,0,Prefer not to say,Master's degree
1120,1120,94,4,4.602739726,Knowledge,Knowledge_pics,0,Prefer not to say,Master's degree
1121,1121,94,4,4.602739726,Knowledge,Knowledge_poems,0,Prefer not to say,Master's degree
1122,1122,94,4,4.602739726,Knowledge,Knowledge_trivia,1,Prefer not to say,Master's degree
1123,1123,94,4,4.602739726,Novelty,Novelty_animals,-1,Prefer not to say,Master's degree
1124,1124,94,4,4.602739726,Novelty,Novelty_objects,0,Prefer not to say,Master's degree
1125,1125,94,4,4.602739726,Novelty,Novelty_repetitions,0,Prefer not to say,Master's degree
1126,1126,94,4,4.602739726,Uncertainty reduction,Uncertainty_cards,2,Prefer not to say,Master's degree
1127,1127,94,4,4.602739726,Uncertainty reduction,Uncertainty_die,2,Prefer not to say,Master's degree
1128,1128,94,4,4.602739726,Uncertainty reduction,Uncertainty_pixels,0,Prefer not to say,Master's degree
1129,1129,95,8,8.712328767,Agency,Agency_butterflies,0,more than $5000,Bachelor's degree
1130,1130,95,8,8.712328767,Agency,Agency_doors,0,more than $5000,Bachelor's degree
1131,1131,95,8,8.712328767,Agency,Agency_envelopes,0,more than $5000,Bachelor's degree
1132,1132,95,8,8.712328767,Knowledge,Knowledge_pics,0,more than $5000,Bachelor's degree
1133,1133,95,8,8.712328767,Knowledge,Knowledge_poems,0,more than $5000,Bachelor's degree
1134,1134,95,8,8.712328767,Knowledge,Knowledge_trivia,0,more than $5000,Bachelor's degree
1135,1135,95,8,8.712328767,Novelty,Novelty_animals,0,more than $5000,Bachelor's degree
1136,1136,95,8,8.712328767,Novelty,Novelty_objects,0,more than $5000,Bachelor's degree
1137,1137,95,8,8.712328767,Novelty,Novelty_repetitions,1,more than $5000,Bachelor's degree
1138,1138,95,8,8.712328767,Uncertainty reduction,Uncertainty_cards,0,more than $5000,Bachelor's degree
1139,1139,95,8,8.712328767,Uncertainty reduction,Uncertainty_die,0,more than $5000,Bachelor's degree
1140,1140,95,8,8.712328767,Uncertainty reduction,Uncertainty_pixels,0,more than $5000,Bachelor's degree
1141,1141,96,9,9.04109589,Agency,Agency_butterflies,0,more than $5000,Bachelor's degree
1142,1142,96,9,9.04109589,Agency,Agency_doors,1,more than $5000,Bachelor's degree
1143,1143,96,9,9.04109589,Agency,Agency_envelopes,1,more than $5000,Bachelor's degree
1144,1144,96,9,9.04109589,Knowledge,Knowledge_pics,0,more than $5000,Bachelor's degree
1145,1145,96,9,9.04109589,Knowledge,Knowledge_poems,0,more than $5000,Bachelor's degree
1146,1146,96,9,9.04109589,Knowledge,Knowledge_trivia,0,more than $5000,Bachelor's degree
1147,1147,96,9,9.04109589,Novelty,Novelty_animals,1,more than $5000,Bachelor's degree
1148,1148,96,9,9.04109589,Novelty,Novelty_objects,1,more than $5000,Bachelor's degree
1149,1149,96,9,9.04109589,Novelty,Novelty_repetitions,1,more than $5000,Bachelor's degree
1150,1150,96,9,9.04109589,Uncertainty reduction,Uncertainty_cards,1,more than $5000,Bachelor's degree
1151,1151,96,9,9.04109589,Uncertainty reduction,Uncertainty_die,1,more than $5000,Bachelor's degree
1152,1152,96,9,9.04109589,Uncertainty reduction,Uncertainty_pixels,0,more than $5000,Bachelor's degree
1153,1153,97,8,8.383561644,Agency,Agency_butterflies,1,between $3000 and $5000,Master's degree
1154,1154,97,8,8.383561644,Agency,Agency_doors,-1,between $3000 and $5000,Master's degree
1155,1155,97,8,8.383561644,Agency,Agency_envelopes,0,between $3000 and $5000,Master's degree
1156,1156,97,8,8.383561644,Knowledge,Knowledge_pics,0,between $3000 and $5000,Master's degree
1157,1157,97,8,8.383561644,Knowledge,Knowledge_poems,-1,between $3000 and $5000,Master's degree
1158,1158,97,8,8.383561644,Knowledge,Knowledge_trivia,6,between $3000 and $5000,Master's degree
1159,1159,97,8,8.383561644,Novelty,Novelty_animals,1,between $3000 and $5000,Master's degree
1160,1160,97,8,8.383561644,Novelty,Novelty_objects,2,between $3000 and $5000,Master's degree
1161,1161,97,8,8.383561644,Novelty,Novelty_repetitions,3,between $3000 and $5000,Master's degree
1162,1162,97,8,8.383561644,Uncertainty reduction,Uncertainty_cards,3,between $3000 and $5000,Master's degree
1163,1163,97,8,8.383561644,Uncertainty reduction,Uncertainty_die,4,between $3000 and $5000,Master's degree
1164,1164,97,8,8.383561644,Uncertainty reduction,Uncertainty_pixels,-2,between $3000 and $5000,Master's degree
1165,1165,98,12,12.24657534,Agency,Agency_butterflies,0,Prefer not to say,"Doctorate degree (e.g., PhD, EdD)"
1166,1166,98,12,12.24657534,Agency,Agency_doors,0,Prefer not to say,"Doctorate degree (e.g., PhD, EdD)"
1167,1167,98,12,12.24657534,Agency,Agency_envelopes,0,Prefer not to say,"Doctorate degree (e.g., PhD, EdD)"
1168,1168,98,12,12.24657534,Knowledge,Knowledge_pics,1,Prefer not to say,"Doctorate degree (e.g., PhD, EdD)"
1169,1169,98,12,12.24657534,Knowledge,Knowledge_poems,1,Prefer not to say,"Doctorate degree (e.g., PhD, EdD)"
1170,1170,98,12,12.24657534,Knowledge,Knowledge_trivia,2,Prefer not to say,"Doctorate degree (e.g., PhD, EdD)"
1171,1171,98,12,12.24657534,Novelty,Novelty_animals,2,Prefer not to say,"Doctorate degree (e.g., PhD, EdD)"
1172,1172,98,12,12.24657534,Novelty,Novelty_objects,1,Prefer not to say,"Doctorate degree (e.g., PhD, EdD)"
1173,1173,98,12,12.24657534,Novelty,Novelty_repetitions,1,Prefer not to say,"Doctorate degree (e.g., PhD, EdD)"
1174,1174,98,12,12.24657534,Uncertainty reduction,Uncertainty_cards,1,Prefer not to say,"Doctorate degree (e.g., PhD, EdD)"
1175,1175,98,12,12.24657534,Uncertainty reduction,Uncertainty_die,1,Prefer not to say,"Doctorate degree (e.g., PhD, EdD)"
1176,1176,98,12,12.24657534,Uncertainty reduction,Uncertainty_pixels,1,Prefer not to say,"Doctorate degree (e.g., PhD, EdD)"
1177,1177,99,10,10.19178082,Agency,Agency_butterflies,0,Prefer not to say,Master's degree
1178,1178,99,10,10.19178082,Agency,Agency_doors,0,Prefer not to say,Master's degree
1179,1179,99,10,10.19178082,Agency,Agency_envelopes,0,Prefer not to say,Master's degree
1180,1180,99,10,10.19178082,Knowledge,Knowledge_pics,1,Prefer not to say,Master's degree
1181,1181,99,10,10.19178082,Knowledge,Knowledge_poems,0,Prefer not to say,Master's degree
1182,1182,99,10,10.19178082,Knowledge,Knowledge_trivia,1,Prefer not to say,Master's degree
1183,1183,99,10,10.19178082,Novelty,Novelty_animals,1,Prefer not to say,Master's degree
1184,1184,99,10,10.19178082,Novelty,Novelty_objects,0,Prefer not to say,Master's degree
1185,1185,99,10,10.19178082,Novelty,Novelty_repetitions,3,Prefer not to say,Master's degree
1186,1186,99,10,10.19178082,Uncertainty reduction,Uncertainty_cards,3,Prefer not to say,Master's degree
1187,1187,99,10,10.19178082,Uncertainty reduction,Uncertainty_die,-1,Prefer not to say,Master's degree
1188,1188,99,10,10.19178082,Uncertainty reduction,Uncertainty_pixels,1,Prefer not to say,Master's degree
1189,1189,100,6,6.575342466,Agency,Agency_butterflies,-1,Prefer not to say,"Some college, no degree"
1190,1190,100,6,6.575342466,Agency,Agency_doors,1,Prefer not to say,"Some college, no degree"
1191,1191,100,6,6.575342466,Agency,Agency_envelopes,0,Prefer not to say,"Some college, no degree"
1192,1192,100,6,6.575342466,Knowledge,Knowledge_pics,4,Prefer not to say,"Some college, no degree"
1193,1193,100,6,6.575342466,Knowledge,Knowledge_poems,1,Prefer not to say,"Some college, no degree"
1194,1194,100,6,6.575342466,Knowledge,Knowledge_trivia,-1,Prefer not to say,"Some college, no degree"
1195,1195,100,6,6.575342466,Novelty,Novelty_animals,3,Prefer not to say,"Some college, no degree"
1196,1196,100,6,6.575342466,Novelty,Novelty_objects,5,Prefer not to say,"Some college, no degree"
1197,1197,100,6,6.575342466,Novelty,Novelty_repetitions,-1,Prefer not to say,"Some college, no degree"
1198,1198,100,6,6.575342466,Uncertainty reduction,Uncertainty_cards,4,Prefer not to say,"Some college, no degree"
1199,1199,100,6,6.575342466,Uncertainty reduction,Uncertainty_die,2,Prefer not to say,"Some college, no degree"
1200,1200,100,6,6.575342466,Uncertainty reduction,Uncertainty_pixels,2,Prefer not to say,"Some college, no degree"
1201,1201,101,9,9.698630137,Agency,Agency_butterflies,1,Prefer not to say,"Some college, no degree"
1202,1202,101,9,9.698630137,Agency,Agency_doors,1,Prefer not to say,"Some college, no degree"
1203,1203,101,9,9.698630137,Agency,Agency_envelopes,1,Prefer not to say,"Some college, no degree"
1204,1204,101,9,9.698630137,Knowledge,Knowledge_pics,1,Prefer not to say,"Some college, no degree"
1205,1205,101,9,9.698630137,Knowledge,Knowledge_poems,1,Prefer not to say,"Some college, no degree"
1206,1206,101,9,9.698630137,Knowledge,Knowledge_trivia,2,Prefer not to say,"Some college, no degree"
1207,1207,101,9,9.698630137,Novelty,Novelty_animals,2,Prefer not to say,"Some college, no degree"
1208,1208,101,9,9.698630137,Novelty,Novelty_objects,-1,Prefer not to say,"Some college, no degree"
1209,1209,101,9,9.698630137,Novelty,Novelty_repetitions,6,Prefer not to say,"Some college, no degree"
1210,1210,101,9,9.698630137,Uncertainty reduction,Uncertainty_cards,0,Prefer not to say,"Some college, no degree"
1211,1211,101,9,9.698630137,Uncertainty reduction,Uncertainty_die,0,Prefer not to say,"Some college, no degree"
1212,1212,101,9,9.698630137,Uncertainty reduction,Uncertainty_pixels,3,Prefer not to say,"Some college, no degree"
1213,1213,102,9,9.698630137,Agency,Agency_butterflies,0,between $2000 and $3000,"Doctorate degree (e.g., PhD, EdD)"
1214,1214,102,9,9.698630137,Agency,Agency_doors,0,between $2000 and $3000,"Doctorate degree (e.g., PhD, EdD)"
1215,1215,102,9,9.698630137,Agency,Agency_envelopes,0,between $2000 and $3000,"Doctorate degree (e.g., PhD, EdD)"
1216,1216,102,9,9.698630137,Knowledge,Knowledge_pics,1,between $2000 and $3000,"Doctorate degree (e.g., PhD, EdD)"
1217,1217,102,9,9.698630137,Knowledge,Knowledge_poems,-3,between $2000 and $3000,"Doctorate degree (e.g., PhD, EdD)"
1218,1218,102,9,9.698630137,Knowledge,Knowledge_trivia,4,between $2000 and $3000,"Doctorate degree (e.g., PhD, EdD)"
1219,1219,102,9,9.698630137,Novelty,Novelty_animals,3,between $2000 and $3000,"Doctorate degree (e.g., PhD, EdD)"
1220,1220,102,9,9.698630137,Novelty,Novelty_objects,3,between $2000 and $3000,"Doctorate degree (e.g., PhD, EdD)"
1221,1221,102,9,9.698630137,Novelty,Novelty_repetitions,1,between $2000 and $3000,"Doctorate degree (e.g., PhD, EdD)"
1222,1222,102,9,9.698630137,Uncertainty reduction,Uncertainty_cards,0,between $2000 and $3000,"Doctorate degree (e.g., PhD, EdD)"
1223,1223,102,9,9.698630137,Uncertainty reduction,Uncertainty_die,-1,between $2000 and $3000,"Doctorate degree (e.g., PhD, EdD)"
1224,1224,102,9,9.698630137,Uncertainty reduction,Uncertainty_pixels,3,between $2000 and $3000,"Doctorate degree (e.g., PhD, EdD)"
1225,1225,103,6,7.068493151,Agency,Agency_butterflies,3,Prefer not to say,"Doctorate degree (e.g., PhD, EdD)"
1226,1226,103,6,7.068493151,Agency,Agency_doors,3,Prefer not to say,"Doctorate degree (e.g., PhD, EdD)"
1227,1227,103,6,7.068493151,Agency,Agency_envelopes,1,Prefer not to say,"Doctorate degree (e.g., PhD, EdD)"
1228,1228,103,6,7.068493151,Knowledge,Knowledge_pics,1,Prefer not to say,"Doctorate degree (e.g., PhD, EdD)"
1229,1229,103,6,7.068493151,Knowledge,Knowledge_poems,1,Prefer not to say,"Doctorate degree (e.g., PhD, EdD)"
1230,1230,103,6,7.068493151,Knowledge,Knowledge_trivia,3,Prefer not to say,"Doctorate degree (e.g., PhD, EdD)"
1231,1231,103,6,7.068493151,Novelty,Novelty_animals,2,Prefer not to say,"Doctorate degree (e.g., PhD, EdD)"
1232,1232,103,6,7.068493151,Novelty,Novelty_objects,2,Prefer not to say,"Doctorate degree (e.g., PhD, EdD)"
1233,1233,103,6,7.068493151,Novelty,Novelty_repetitions,3,Prefer not to say,"Doctorate degree (e.g., PhD, EdD)"
1234,1234,103,6,7.068493151,Uncertainty reduction,Uncertainty_cards,1,Prefer not to say,"Doctorate degree (e.g., PhD, EdD)"
1235,1235,103,6,7.068493151,Uncertainty reduction,Uncertainty_die,0,Prefer not to say,"Doctorate degree (e.g., PhD, EdD)"
1236,1236,103,6,7.068493151,Uncertainty reduction,Uncertainty_pixels,1,Prefer not to say,"Doctorate degree (e.g., PhD, EdD)"
1237,1237,104,12,12.32876712,Agency,Agency_butterflies,0,more than $5000,Bachelor's degree
1238,1238,104,12,12.32876712,Agency,Agency_doors,0,more than $5000,Bachelor's degree
1239,1239,104,12,12.32876712,Agency,Agency_envelopes,0,more than $5000,Bachelor's degree
1240,1240,104,12,12.32876712,Knowledge,Knowledge_pics,0,more than $5000,Bachelor's degree
1241,1241,104,12,12.32876712,Knowledge,Knowledge_poems,0,more than $5000,Bachelor's degree
1242,1242,104,12,12.32876712,Knowledge,Knowledge_trivia,1,more than $5000,Bachelor's degree
1243,1243,104,12,12.32876712,Novelty,Novelty_animals,1,more than $5000,Bachelor's degree
1244,1244,104,12,12.32876712,Novelty,Novelty_objects,0,more than $5000,Bachelor's degree
1245,1245,104,12,12.32876712,Novelty,Novelty_repetitions,1,more than $5000,Bachelor's degree
1246,1246,104,12,12.32876712,Uncertainty reduction,Uncertainty_cards,1,more than $5000,Bachelor's degree
1247,1247,104,12,12.32876712,Uncertainty reduction,Uncertainty_die,1,more than $5000,Bachelor's degree
1248,1248,104,12,12.32876712,Uncertainty reduction,Uncertainty_pixels,1,more than $5000,Bachelor's degree
1249,1249,105,10,10.02739726,Agency,Agency_butterflies,1,between $2000 and $3000,"Doctorate degree (e.g., PhD, EdD)"
1250,1250,105,10,10.02739726,Agency,Agency_doors,2,between $2000 and $3000,"Doctorate degree (e.g., PhD, EdD)"
1251,1251,105,10,10.02739726,Agency,Agency_envelopes,1,between $2000 and $3000,"Doctorate degree (e.g., PhD, EdD)"
1252,1252,105,10,10.02739726,Knowledge,Knowledge_pics,2,between $2000 and $3000,"Doctorate degree (e.g., PhD, EdD)"
1253,1253,105,10,10.02739726,Knowledge,Knowledge_poems,1,between $2000 and $3000,"Doctorate degree (e.g., PhD, EdD)"
1254,1254,105,10,10.02739726,Knowledge,Knowledge_trivia,3,between $2000 and $3000,"Doctorate degree (e.g., PhD, EdD)"
1255,1255,105,10,10.02739726,Novelty,Novelty_animals,1,between $2000 and $3000,"Doctorate degree (e.g., PhD, EdD)"
1256,1256,105,10,10.02739726,Novelty,Novelty_objects,0,between $2000 and $3000,"Doctorate degree (e.g., PhD, EdD)"
1257,1257,105,10,10.02739726,Novelty,Novelty_repetitions,2,between $2000 and $3000,"Doctorate degree (e.g., PhD, EdD)"
